Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1548971439.351247,3591,82,0
1,NewOrder,1548971439.358484,3378,95,0
2,Payment,1548971439.366729,3968,91,0
4,Delivery,1548971439.375070,79515,89,0
1,NewOrder,1548971439.382413,3280,93,0
1,NewOrder,1548971439.390748,45131,96,0
1,NewOrder,1548971439.397900,14040,94,0
1,NewOrder,1548971439.406276,5694,92,0
1,NewOrder,1548971439.413505,3812,90,0
1,NewOrder,1548971439.421707,2749,86,0
2,Payment,1548971439.428812,2877,88,0
1,NewOrder,1548971439.436909,9230,87,0
1,NewOrder,1548971439.445202,87871,83,0
1,NewOrder,1548971439.452371,21369,84,0
1,NewOrder,1548971439.460468,13342,80,0
1,NewOrder,1548971439.468674,4958,81,0
2,Payment,1548971439.475843,2252,78,0
5,StockLevel,1548971439.483999,4180,79,0
4,Delivery,1548971439.492170,86134,75,0
2,Payment,1548971439.499355,3416,74,0
1,NewOrder,1548971439.507662,3247,85,0
1,NewOrder,1548971439.514780,3912,76,0
2,Payment,1548971439.522915,3619,72,0
5,StockLevel,1548971439.531186,12932,68,0
2,Payment,1548971439.538369,82037,70,0
1,NewOrder,1548971439.546552,4043,71,0
1,NewOrder,1548971439.554831,3331,73,0
2,Payment,1548971439.561992,7486,65,0
1,NewOrder,1548971439.570375,78714,69,0
1,NewOrder,1548971439.577472,19318,66,0
2,Payment,1548971439.585765,17051,67,0
2,Payment,1548971439.592903,17846,62,0
1,NewOrder,1548971439.601019,59419,63,0
1,NewOrder,1548971439.609279,28622,64,0
1,NewOrder,1548971439.616406,54037,59,0
1,NewOrder,1548971439.624535,28730,58,0
2,Payment,1548971439.632814,21078,57,0
2,Payment,1548971439.640021,19648,56,0
2,Payment,1548971439.648265,31153,54,0
1,NewOrder,1548971439.655399,10248,60,0
1,NewOrder,1548971439.663502,67297,61,0
1,NewOrder,1548971439.671735,72655,45,0
4,Delivery,1548971439.678843,65546,44,0
1,NewOrder,1548971439.686975,20895,46,0
3,OrderStatus,1548971439.695208,6689,49,0
2,Payment,1548971439.702322,18167,48,0
1,NewOrder,1548971439.710459,44059,47,0
1,NewOrder,1548971439.717833,19350,55,0
1,NewOrder,1548971439.725948,16744,52,0
2,Payment,1548971439.734249,7944,51,0
2,Payment,1548971439.741419,21488,53,0
2,Payment,1548971439.749589,13918,50,0
1,NewOrder,1548971439.757793,91448,43,0
1,NewOrder,1548971439.764928,111579,42,0
1,NewOrder,1548971439.773067,21062,33,0
2,Payment,1548971439.781292,15250,38,0
4,Delivery,1548971439.788496,87950,39,0
1,NewOrder,1548971439.796728,21264,34,0
2,Payment,1548971439.803914,12273,11,0
1,NewOrder,1548971439.812104,17888,4,0
2,Payment,1548971439.820455,5827,35,0
1,NewOrder,1548971439.827613,58336,40,0
1,NewOrder,1548971439.835861,19732,36,0
2,Payment,1548971439.843059,5792,3,0
2,Payment,1548971439.851224,7257,41,0
5,StockLevel,1548971439.859462,4017,2,0
2,Payment,1548971439.866690,27457,7,0
2,Payment,1548971439.875055,6648,10,0
2,Payment,1548971439.882257,20602,37,0
3,OrderStatus,1548971439.890595,4643,31,0
1,NewOrder,1548971439.897811,4672,32,0
2,Payment,1548971439.906057,46624,0,0
1,NewOrder,1548971439.913239,15238,26,0
2,Payment,1548971439.921443,40375,99,0
1,NewOrder,1548971439.929615,1567,1,0
2,Payment,1548971439.936814,1886,6,0
2,Payment,1548971439.945179,33991,27,0
1,NewOrder,1548971439.952381,37399,5,0
1,NewOrder,1548971439.960562,38504,30,0
1,NewOrder,1548971439.968938,39154,13,0
1,NewOrder,1548971439.976086,10621,28,0
5,StockLevel,1548971439.984329,7821,29,0
2,Payment,1548971439.991491,7204,14,0
1,NewOrder,1548971439.999692,17918,25,0
4,Delivery,1548971440.007898,67757,24,0
2,Payment,1548971440.015058,45761,12,0
4,Delivery,1548971440.023318,52302,15,0
1,NewOrder,1548971440.030461,3139,16,0
1,NewOrder,1548971440.039003,45962,21,0
1,NewOrder,1548971440.046177,10721,9,0
1,NewOrder,1548971440.054309,20390,20,0
5,StockLevel,1548971440.062572,12926,17,0
4,Delivery,1548971440.069757,1988,23,0
2,Payment,1548971440.078146,15370,22,0
2,Payment,1548971440.085364,116781,8,0
2,Payment,1548971440.093728,119834,98,0
1,NewOrder,1548971440.100939,36229,77,0
2,Payment,1548971440.109307,104681,97,0
1,NewOrder,1548971440.116523,21306,82,0
2,Payment,1548971440.124881,89265,95,0
2,Payment,1548971440.132043,82103,91,0
1,NewOrder,1548971440.140230,2676,93,0
2,Payment,1548971440.148547,10660,18,0
2,Payment,1548971440.155689,18985,19,0
2,Payment,1548971440.164041,50247,94,0
1,NewOrder,1548971440.171349,3341,92,0
2,Payment,1548971440.179712,34643,90,0
2,Payment,1548971440.186943,6318,86,0
5,StockLevel,1548971440.195322,11985,88,0
4,Delivery,1548971440.202453,33366,96,0
2,Payment,1548971440.210967,118889,87,0
2,Payment,1548971440.218072,112233,89,0
2,Payment,1548971440.226293,103971,81,0
5,StockLevel,1548971440.233502,12082,84,0
2,Payment,1548971440.241958,88317,80,0
1,NewOrder,1548971440.249175,27522,78,0
2,Payment,1548971440.257384,18774,79,0
2,Payment,1548971440.265709,16445,74,0
2,Payment,1548971440.272915,57435,85,0
1,NewOrder,1548971440.281206,25458,76,0
1,NewOrder,1548971440.288382,20744,72,0
5,StockLevel,1548971440.296690,9071,83,0
1,NewOrder,1548971440.303902,140192,68,0
1,NewOrder,1548971440.312097,14163,71,0
2,Payment,1548971440.320348,5530,73,0
1,NewOrder,1548971440.327549,11860,65,0
2,Payment,1548971440.335776,121378,75,0
5,StockLevel,1548971440.342921,10631,66,0
2,Payment,1548971440.351062,12078,67,0
1,NewOrder,1548971440.359230,27431,62,0
1,NewOrder,1548971440.366334,24847,70,0
1,NewOrder,1548971440.374481,14650,64,0
3,OrderStatus,1548971440.382804,6674,69,0
2,Payment,1548971440.389952,8275,58,0
2,Payment,1548971440.398217,3654,58,0
1,NewOrder,1548971440.405316,23815,56,0
1,NewOrder,1548971440.413568,43637,63,0
2,Payment,1548971440.421845,5119,60,0
1,NewOrder,1548971440.428968,36819,59,0
2,Payment,1548971440.437124,19980,54,0
5,StockLevel,1548971440.445390,12354,49,0
1,NewOrder,1548971440.452521,21895,46,0
1,NewOrder,1548971440.460821,117629,48,0
2,Payment,1548971440.467999,98775,61,0
1,NewOrder,1548971440.476226,16001,55,0
1,NewOrder,1548971440.483461,27365,51,0
5,StockLevel,1548971440.491711,10891,52,0
2,Payment,1548971440.500092,5902,44,0
5,StockLevel,1548971440.507303,9296,45,0
2,Payment,1548971440.515646,12722,47,0
2,Payment,1548971440.522877,5092,53,0
2,Payment,1548971440.531154,9755,50,0
2,Payment,1548971440.538368,8449,33,0
1,NewOrder,1548971440.546534,41254,38,0
1,NewOrder,1548971440.553748,43508,11,0
1,NewOrder,1548971440.562020,8670,34,0
1,NewOrder,1548971440.570422,35552,35,0
1,NewOrder,1548971440.577676,14665,4,0
2,Payment,1548971440.586008,5908,3,0
2,Payment,1548971440.593118,21230,43,0
1,NewOrder,1548971440.601474,105750,36,0
1,NewOrder,1548971440.608636,2432,41,0
2,Payment,1548971440.616832,101611,2,0
1,NewOrder,1548971440.624082,16759,39,0
2,Payment,1548971440.632301,86100,42,0
1,NewOrder,1548971440.640688,22267,10,0
1,NewOrder,1548971440.647920,70412,40,0
2,Payment,1548971440.656224,63003,7,0
5,StockLevel,1548971440.663351,11516,31,0
1,NewOrder,1548971440.671476,19188,32,0
1,NewOrder,1548971440.679749,38615,37,0
2,Payment,1548971440.686945,7765,26,0
1,NewOrder,1548971440.695310,3361,1,0
1,NewOrder,1548971440.702501,3588,6,0
1,NewOrder,1548971440.710959,28011,0,0
1,NewOrder,1548971440.718129,16588,99,0
2,Payment,1548971440.726404,93100,27,0
1,NewOrder,1548971440.733565,7129,28,0
1,NewOrder,1548971440.741916,89512,5,0
2,Payment,1548971440.749152,70724,29,0
1,NewOrder,1548971440.757351,22711,14,0
1,NewOrder,1548971440.765728,65713,30,0
2,Payment,1548971440.772939,6117,13,0
1,NewOrder,1548971440.781295,50076,25,0
1,NewOrder,1548971440.788456,15967,16,0
1,NewOrder,1548971440.796781,43451,9,0
2,Payment,1548971440.803875,5615,12,0
2,Payment,1548971440.812056,7908,23,0
1,NewOrder,1548971440.820273,28683,20,0
3,OrderStatus,1548971440.827484,5255,17,0
1,NewOrder,1548971440.835974,38820,15,0
2,Payment,1548971440.843178,14808,24,0
2,Payment,1548971440.851512,7102,21,0
2,Payment,1548971440.858597,99578,21,0
2,Payment,1548971440.866789,14919,77,0
2,Payment,1548971440.875112,94456,82,0
1,NewOrder,1548971440.882318,26851,93,0
2,Payment,1548971440.890746,9820,18,0
2,Payment,1548971440.897924,16444,19,0
1,NewOrder,1548971440.906277,23360,92,0
2,Payment,1548971440.913397,56648,86,0
1,NewOrder,1548971440.921653,47853,8,0
1,NewOrder,1548971440.928779,6719,88,0
2,Payment,1548971440.936906,32600,98,0
2,Payment,1548971440.945150,25000,97,0
1,NewOrder,1548971440.952352,2986,95,0
2,Payment,1548971440.960533,9775,91,0
1,NewOrder,1548971440.968808,2955,94,0
2,Payment,1548971440.975952,85336,90,0
2,Payment,1548971440.984127,77710,96,0
1,NewOrder,1548971440.991267,21230,84,0
1,NewOrder,1548971440.999403,20672,79,0
2,Payment,1548971441.007643,11834,78,0
2,Payment,1548971441.014808,9912,74,0
1,NewOrder,1548971441.022945,49222,83,0
2,Payment,1548971441.031216,7724,76,0
2,Payment,1548971441.038372,6919,72,0
2,Payment,1548971441.046536,6242,73,0
1,NewOrder,1548971441.053766,35841,71,0
2,Payment,1548971441.061930,27669,87,0
1,NewOrder,1548971441.070233,2860,81,0
2,Payment,1548971441.077396,12636,80,0
1,NewOrder,1548971441.085632,10245,89,0
1,NewOrder,1548971441.092789,125473,85,0
2,Payment,1548971441.100997,105753,65,0
2,Payment,1548971441.109319,97803,66,0
2,Payment,1548971441.116522,90771,67,0
1,NewOrder,1548971441.124815,3462,62,0
2,Payment,1548971441.132021,75253,64,0
1,NewOrder,1548971441.140241,21826,69,0
5,StockLevel,1548971441.148560,9028,70,0
2,Payment,1548971441.155777,5131,57,0
1,NewOrder,1548971441.164086,29778,58,0
2,Payment,1548971441.171282,36206,60,0
1,NewOrder,1548971441.179622,23552,56,0
2,Payment,1548971441.186794,20728,68,0
1,NewOrder,1548971441.195020,31975,54,0
2,Payment,1548971441.202225,24784,75,0
1,NewOrder,1548971441.210388,25278,63,0
4,Delivery,1548971441.218750,30659,49,0
1,NewOrder,1548971441.225920,95405,59,0
5,StockLevel,1548971441.234071,8874,46,0
2,Payment,1548971441.242251,88862,55,0
1,NewOrder,1548971441.249351,2784,52,0
2,Payment,1548971441.257940,7877,44,0
2,Payment,1548971441.265048,66366,51,0
3,OrderStatus,1548971441.273379,6062,45,0
1,NewOrder,1548971441.280568,22206,53,0
1,NewOrder,1548971441.288843,42139,47,0
2,Payment,1548971441.295975,35485,50,0
2,Payment,1548971441.304081,4545,33,0
2,Payment,1548971441.312385,18563,61,0
1,NewOrder,1548971441.319591,29170,34,0
1,NewOrder,1548971441.327780,30060,48,0
1,NewOrder,1548971441.336053,31314,38,0
1,NewOrder,1548971441.343249,33159,3,0
1,NewOrder,1548971441.351543,33502,4,0
2,Payment,1548971441.358702,17728,11,0
5,StockLevel,1548971441.367057,12314,35,0
2,Payment,1548971441.374190,19417,41,0
5,StockLevel,1548971441.382398,10406,43,0
2,Payment,1548971441.390711,86342,39,0
2,Payment,1548971441.397933,88708,10,0
5,StockLevel,1548971441.406243,3033,31,0
1,NewOrder,1548971441.413408,2197,32,0
2,Payment,1548971441.421976,7286,26,0
2,Payment,1548971441.429160,6822,1,0
1,NewOrder,1548971441.437510,26638,6,0
2,Payment,1548971441.444729,1315,36,0
2,Payment,1548971441.453092,33571,40,0
2,Payment,1548971441.460297,1147,37,0
1,NewOrder,1548971441.468609,26934,42,0
1,NewOrder,1548971441.475791,28414,2,0
2,Payment,1548971441.484007,20080,7,0
1,NewOrder,1548971441.492356,96281,99,0
2,Payment,1548971441.499519,5075,0,0
2,Payment,1548971441.507717,92769,28,0
2,Payment,1548971441.514940,5756,13,0
2,Payment,1548971441.523158,5393,14,0
1,NewOrder,1548971441.530327,17216,16,0
1,NewOrder,1548971441.538427,62066,12,0
2,Payment,1548971441.546804,54096,27,0
4,Delivery,1548971441.554026,48044,29,0
1,NewOrder,1548971441.562397,3018,23,0
2,Payment,1548971441.569732,31209,25,0
1,NewOrder,1548971441.578190,40011,5,0
5,StockLevel,1548971441.585373,11971,30,0
2,Payment,1548971441.593692,33490,17,0
1,NewOrder,1548971441.600793,26329,9,0
2,Payment,1548971441.608894,6058,20,0
2,Payment,1548971441.617064,18604,24,0
2,Payment,1548971441.624214,11778,22,0
1,NewOrder,1548971441.632345,70789,15,0
1,NewOrder,1548971441.640564,74173,77,0
1,NewOrder,1548971441.647692,26283,18,0
2,Payment,1548971441.655813,10235,93,0
2,Payment,1548971441.664049,10059,19,0
1,NewOrder,1548971441.671142,13072,92,0
1,NewOrder,1548971441.679276,44018,88,0
2,Payment,1548971441.687606,6646,95,0
2,Payment,1548971441.694753,3850,21,0
2,Payment,1548971441.703007,9806,98,0
1,NewOrder,1548971441.710197,21923,8,0
1,NewOrder,1548971441.718374,22477,82,0
2,Payment,1548971441.726658,14231,86,0
2,Payment,1548971441.733857,98846,97,0
2,Payment,1548971441.742240,90917,91,0
5,StockLevel,1548971441.749429,10563,94,0
2,Payment,1548971441.757783,6906,84,0
1,NewOrder,1548971441.764892,16947,78,0
2,Payment,1548971441.773098,12287,79,0
1,NewOrder,1548971441.781353,13218,74,0
2,Payment,1548971441.788536,5501,76,0
2,Payment,1548971441.796821,5671,72,0
2,Payment,1548971441.803983,6097,73,0
1,NewOrder,1548971441.812149,39615,90,0
1,NewOrder,1548971441.820416,3207,96,0
2,Payment,1548971441.827627,24354,83,0
1,NewOrder,1548971441.835870,2945,81,0
5,StockLevel,1548971441.843047,12081,87,0
1,NewOrder,1548971441.851257,93241,71,0
1,NewOrder,1548971441.858453,96572,80,0
1,NewOrder,1548971441.866622,20638,89,0
2,Payment,1548971441.875001,4864,62,0
2,Payment,1548971441.882165,72803,70,0
1,NewOrder,1548971441.890510,25030,57,0
5,StockLevel,1548971441.897775,7979,69,0
2,Payment,1548971441.906113,10890,58,0
2,Payment,1548971441.913335,6486,56,0
2,Payment,1548971441.921508,33381,65,0
1,NewOrder,1548971441.929850,2829,66,0
2,Payment,1548971441.937065,18327,64,0
2,Payment,1548971441.945255,10086,67,0
1,NewOrder,1548971441.952454,3442,60,0
2,Payment,1548971441.960699,85966,68,0
2,Payment,1548971441.967845,89441,85,0
1,NewOrder,1548971441.976070,81321,54,0
2,Payment,1548971441.984253,73093,75,0
1,NewOrder,1548971441.991480,1738,63,0
1,NewOrder,1548971441.999681,57691,46,0
1,NewOrder,1548971442.006916,22144,49,0
2,Payment,1548971442.015092,6584,52,0
2,Payment,1548971442.023409,5396,44,0
2,Payment,1548971442.030612,26737,45,0
1,NewOrder,1548971442.039006,27630,53,0
1,NewOrder,1548971442.046161,29572,33,0
1,NewOrder,1548971442.054327,39564,59,0
1,NewOrder,1548971442.062625,22513,61,0
3,OrderStatus,1548971442.069807,4576,47,0
2,Payment,1548971442.078089,15488,55,0
1,NewOrder,1548971442.085178,3300,51,0
2,Payment,1548971442.093386,92386,50,0
1,NewOrder,1548971442.101653,95758,34,0
2,Payment,1548971442.108841,88656,48,0
1,NewOrder,1548971442.117087,80423,38,0
2,Payment,1548971442.124240,4528,3,0
1,NewOrder,1548971442.132409,65048,11,0
1,NewOrder,1548971442.140763,56702,35,0
1,NewOrder,1548971442.147936,49546,4,0
1,NewOrder,1548971442.156125,41292,43,0
2,Payment,1548971442.163218,34685,41,0
2,Payment,1548971442.171310,9497,31,0
2,Payment,1548971442.179501,6389,32,0
2,Payment,1548971442.186587,6269,26,0
2,Payment,1548971442.194718,11175,1,0
2,Payment,1548971442.202948,11359,36,0
2,Payment,1548971442.210081,4720,37,0
1,NewOrder,1548971442.218218,71719,6,0
1,NewOrder,1548971442.226455,74107,39,0
2,Payment,1548971442.233598,66923,10,0
2,Payment,1548971442.241680,58784,40,0
2,Payment,1548971442.249982,50970,42,0
4,Delivery,1548971442.257155,43394,7,0
5,StockLevel,1548971442.265557,7072,2,0
2,Payment,1548971442.272738,27668,0,0
1,NewOrder,1548971442.280891,3990,13,0
2,Payment,1548971442.289173,11826,14,0
2,Payment,1548971442.296354,4852,16,0
2,Payment,1548971442.304637,70937,23,0
1,NewOrder,1548971442.311739,73652,99,0
2,Payment,1548971442.319917,65514,30,0
2,Payment,1548971442.328170,47793,28,0
1,NewOrder,1548971442.335334,50058,12,0
2,Payment,1548971442.343689,32327,27,0
2,Payment,1548971442.350887,25112,25,0
2,Payment,1548971442.359244,16913,29,0
2,Payment,1548971442.366418,9840,20,0
3,OrderStatus,1548971442.374584,5178,5,0
2,Payment,1548971442.381939,20056,9,0
1,NewOrder,1548971442.390149,79295,17,0
1,NewOrder,1548971442.398412,82438,24,0
1,NewOrder,1548971442.405508,18741,22,0
1,NewOrder,1548971442.413795,66855,93,0
2,Payment,1548971442.420925,4856,18,0
2,Payment,1548971442.429049,9171,19,0
1,NewOrder,1548971442.437311,10444,92,0
2,Payment,1548971442.444402,4564,95,0
2,Payment,1548971442.452505,28111,21,0
1,NewOrder,1548971442.460776,29009,15,0
1,NewOrder,1548971442.467942,39608,98,0
1,NewOrder,1548971442.476132,31263,77,0
2,Payment,1548971442.484406,14556,88,0
1,NewOrder,1548971442.491598,41657,8,0
1,NewOrder,1548971442.499881,78178,82,0
1,NewOrder,1548971442.507018,23589,86,0
2,Payment,1548971442.515176,62883,94,0
1,NewOrder,1548971442.523521,9083,84,0
4,Delivery,1548971442.530678,40977,78,0
1,NewOrder,1548971442.538947,14658,79,0
1,NewOrder,1548971442.546107,13031,76,0
2,Payment,1548971442.554213,5538,74,0
1,NewOrder,1548971442.562464,30616,72,0
3,OrderStatus,1548971442.569650,2508,73,0
1,NewOrder,1548971442.577962,24281,96,0
1,NewOrder,1548971442.585186,88964,97,0
1,NewOrder,1548971442.593298,69798,91,0
1,NewOrder,1548971442.601473,21965,81,0
4,Delivery,1548971442.608613,65467,90,0
2,Payment,1548971442.616846,57179,83,0
1,NewOrder,1548971442.624032,49964,87,0
2,Payment,1548971442.632227,5126,62,0
1,NewOrder,1548971442.640569,6041,89,0
3,OrderStatus,1548971442.647777,3000,69,0
3,OrderStatus,1548971442.656115,4851,57,0
1,NewOrder,1548971442.663217,38492,58,0
1,NewOrder,1548971442.671317,20740,56,0
1,NewOrder,1548971442.679675,30809,66,0
2,Payment,1548971442.686814,14821,71,0
1,NewOrder,1548971442.695117,67184,65,0
1,NewOrder,1548971442.702281,70455,70,0
2,Payment,1548971442.710374,62354,80,0
2,Payment,1548971442.718645,54168,67,0
1,NewOrder,1548971442.725730,4558,64,0
1,NewOrder,1548971442.733823,2290,60,0
5,StockLevel,1548971442.742093,10757,63,0
1,NewOrder,1548971442.749248,13885,52,0
1,NewOrder,1548971442.757407,15321,44,0
2,Payment,1548971442.765646,5973,49,0
1,NewOrder,1548971442.772784,95671,68,0
2,Payment,1548971442.781147,76065,85,0
2,Payment,1548971442.788316,80079,75,0
2,Payment,1548971442.796531,71890,45,0
1,NewOrder,1548971442.803741,64757,46,0
2,Payment,1548971442.811911,56544,54,0
2,Payment,1548971442.820283,48612,53,0
5,StockLevel,1548971442.827507,11332,47,0
2,Payment,1548971442.835824,32547,33,0
1,NewOrder,1548971442.842990,34344,61,0
1,NewOrder,1548971442.851203,3064,51,0
1,NewOrder,1548971442.859523,12402,55,0
2,Payment,1548971442.866662,2372,59,0
1,NewOrder,1548971442.874914,47008,3,0
1,NewOrder,1548971442.882088,39871,31,0
1,NewOrder,1548971442.890301,84098,50,0
1,NewOrder,1548971442.897517,24504,32,0
1,NewOrder,1548971442.905757,79622,26,0
2,Payment,1548971442.913920,6284,34,0
4,Delivery,1548971442.921003,64484,43,0
2,Payment,1548971442.929086,56366,11,0
3,OrderStatus,1548971442.937318,3884,35,0
1,NewOrder,1548971442.944507,40917,4,0
1,NewOrder,1548971442.952696,42688,48,0
1,NewOrder,1548971442.960984,34454,38,0
1,NewOrder,1548971442.968191,35931,41,0
2,Payment,1548971442.976559,18785,1,0
5,StockLevel,1548971442.983657,10237,36,0
2,Payment,1548971442.991835,20563,37,0
2,Payment,1548971442.999060,21942,2,0
1,NewOrder,1548971443.007258,32255,13,0
2,Payment,1548971443.015417,5972,6,0
2,Payment,1548971443.022602,16843,0,0
5,StockLevel,1548971443.030856,12761,40,0
2,Payment,1548971443.039072,8558,10,0
2,Payment,1548971443.046165,51669,7,0
1,NewOrder,1548971443.054244,55897,39,0
5,StockLevel,1548971443.062555,11244,42,0
1,NewOrder,1548971443.069701,40466,14,0
1,NewOrder,1548971443.077915,14868,16,0
1,NewOrder,1548971443.085056,33708,23,0
2,Payment,1548971443.093196,25623,28,0
2,Payment,1548971443.101493,17783,25,0
2,Payment,1548971443.108682,10736,27,0
2,Payment,1548971443.116822,2634,29,0
1,NewOrder,1548971443.124975,28511,20,0
2,Payment,1548971443.132082,12660,5,0
2,Payment,1548971443.140176,21747,12,0
1,NewOrder,1548971443.148425,22386,99,0
2,Payment,1548971443.155552,15098,30,0
5,StockLevel,1548971443.163634,8560,9,0
2,Payment,1548971443.171874,24677,22,0
1,NewOrder,1548971443.179029,26734,18,0
1,NewOrder,1548971443.187186,26583,19,0
1,NewOrder,1548971443.195498,62528,92,0
1,NewOrder,1548971443.202585,67714,95,0
5,StockLevel,1548971443.210789,8441,17,0
1,NewOrder,1548971443.217898,52377,21,0
1,NewOrder,1548971443.225990,9154,93,0
1,NewOrder,1548971443.234239,35995,24,0
5,StockLevel,1548971443.241412,10456,15,0
5,StockLevel,1548971443.249506,6959,88,0
1,NewOrder,1548971443.257767,39787,77,0
1,NewOrder,1548971443.264906,41926,98,0
2,Payment,1548971443.273016,24720,86,0
3,OrderStatus,1548971443.281274,2904,84,0
1,NewOrder,1548971443.288429,27814,8,0
1,NewOrder,1548971443.296666,18828,79,0
1,NewOrder,1548971443.303806,22165,76,0
2,Payment,1548971443.311909,22317,74,0
2,Payment,1548971443.320326,14453,78,0
5,StockLevel,1548971443.327515,10652,73,0
1,NewOrder,1548971443.335682,66312,82,0
1,NewOrder,1548971443.342782,69933,94,0
1,NewOrder,1548971443.350952,61732,72,0
2,Payment,1548971443.359308,53435,96,0
2,Payment,1548971443.366495,7914,81,0
2,Payment,1548971443.374687,6803,62,0
3,OrderStatus,1548971443.382942,4430,89,0
2,Payment,1548971443.390106,22648,69,0
2,Payment,1548971443.398455,10533,57,0
1,NewOrder,1548971443.405621,20275,91,0
1,NewOrder,1548971443.413801,107422,87,0
2,Payment,1548971443.420977,85473,83,0
1,NewOrder,1548971443.429113,92026,90,0
1,NewOrder,1548971443.437493,15471,97,0
2,Payment,1548971443.444622,76535,56,0
1,NewOrder,1548971443.452770,68302,71,0
1,NewOrder,1548971443.461019,60156,58,0
1,NewOrder,1548971443.468156,53094,66,0
2,Payment,1548971443.476428,5259,64,0
